time;CH[2] - X705 AIN1 analog input voltage channel 1
0;1.96609365940094
0.0208;1.96624994277954
0.0416;1.96609365940094
0.0624;1.96624994277954
0.0832;1.96624994277954
0.104;1.96609365940094
0.1248;1.96609365940094
0.1456;1.96624994277954
0.1664;1.96640622615814
0.1872;1.96624994277954
0.208;1.96624994277954
0.2288;1.96624994277954
0.2496;1.96624994277954
0.2704;1.96624994277954
0.2912;1.96624994277954
0.312;1.96640622615814
0.3328;1.96624994277954
0.3536;1.96624994277954
0.3744;1.96624994277954
0.3952;1.96624994277954
0.416;1.96624994277954
0.4368;1.96624994277954
0.4576;1.96609365940094
0.4784;1.96624994277954
0.4992;1.96609365940094
0.52;1.96624994277954
0.5408;1.96624994277954
0.5616;1.96640622615814
0.5824;1.96624994277954
0.6032;1.96609365940094
0.624;1.96609365940094
0.6448;1.96624994277954
0.6656;1.96640622615814
0.6864;1.96624994277954
0.7072;1.96640622615814
0.728;1.96624994277954
0.7488;1.96609365940094
0.7696;1.96624994277954
0.7904;1.96624994277954
0.8112;1.96640622615814
0.832;1.96624994277954
0.8528;1.96609365940094
0.8736;1.96624994277954
0.894400000000001;1.96609365940094
0.915200000000001;1.96624994277954
0.936000000000001;1.96609365940094
0.956800000000001;1.96624994277954
0.977600000000001;1.96640622615814
0.998400000000001;1.96624994277954
1.0192;1.96624994277954
1.04;1.96609365940094
1.0608;1.96624994277954
1.0816;1.96624994277954
1.1024;1.96640622615814
1.1232;1.96624994277954
1.144;1.96624994277954
1.1648;1.96640622615814
1.1856;1.96624994277954
1.2064;1.96609365940094
1.2272;1.96624994277954
1.248;1.96640622615814
1.2688;1.96624994277954
1.2896;1.96640622615814
1.3104;1.96624994277954
1.3312;1.96624994277954
1.352;1.96624994277954
1.3728;1.96624994277954
1.3936;1.96624994277954
1.4144;1.96624994277954
1.4352;1.96624994277954
1.456;1.96609365940094
1.4768;1.96624994277954
1.4976;1.96624994277954
1.5184;1.96624994277954
1.5392;1.96640622615814
1.56;1.96624994277954
1.5808;1.96624994277954
1.6016;1.96624994277954
1.6224;1.96640622615814
1.6432;1.96624994277954
1.664;1.96640622615814
1.6848;1.96624994277954
1.7056;1.96609365940094
1.7264;1.96624994277954
1.7472;1.96593749523163
1.768;1.96624994277954
1.7888;1.96624994277954
1.8096;1.96593749523163
1.8304;1.96624994277954
1.8512;1.96640622615814
1.872;1.96624994277954
1.8928;1.96640622615814
1.9136;1.96624994277954
1.9344;1.96624994277954
1.9552;1.96609365940094
1.976;1.96640622615814
1.9968;1.96640622615814
2.0176;1.96624994277954
2.0384;1.96609365940094
2.0592;1.96624994277954
2.08;1.96624994277954
2.1008;1.96624994277954
2.1216;1.96609365940094
2.1424;1.96624994277954
2.1632;1.96609365940094
2.184;1.96624994277954
2.2048;1.96624994277954
2.2256;1.96624994277954
2.2464;1.96624994277954
2.2672;1.96609365940094
2.288;1.96609365940094
2.3088;1.96609365940094
2.3296;1.96624994277954
2.3504;1.96624994277954
2.3712;1.96624994277954
2.392;1.96609365940094
2.4128;1.96609365940094
2.4336;1.96656250953674
2.4544;1.96624994277954
2.4752;1.96624994277954
2.496;1.96624994277954
2.5168;1.96624994277954
2.5376;1.96624994277954
2.5584;1.96624994277954
2.5792;1.96624994277954
2.6;1.96624994277954
2.6208;1.96609365940094
2.6416;1.96640622615814
2.6624;1.96624994277954
2.6832;1.96609365940094
2.704;1.96609365940094
2.7248;1.96624994277954
2.7456;1.96609365940094
2.7664;1.96624994277954
2.7872;1.96624994277954
2.80799999999999;1.96609365940094
2.82879999999999;1.96624994277954
2.84959999999999;1.96624994277954
2.87039999999999;1.96624994277954
2.89119999999999;1.96624994277954
2.91199999999999;1.96624994277954
2.93279999999999;1.96624994277954
2.95359999999999;1.96609365940094
2.97439999999999;1.96624994277954
2.99519999999999;1.96624994277954
3.01599999999999;1.96609365940094
3.03679999999999;1.96609365940094
3.05759999999999;1.96640622615814
3.07839999999999;1.96609365940094
3.09919999999999;1.96624994277954
3.11999999999999;1.96624994277954
3.14079999999999;1.96624994277954
3.16159999999999;1.96624994277954
3.18239999999999;1.96624994277954
3.20319999999999;1.96624994277954
3.22399999999999;1.96624994277954
3.24479999999999;1.96609365940094
3.26559999999999;1.96624994277954
3.28639999999999;1.96609365940094
3.30719999999999;1.96609365940094
3.32799999999999;1.96624994277954
3.34879999999999;1.96640622615814
3.36959999999999;1.96624994277954
3.39039999999999;1.96624994277954
3.41119999999999;1.96624994277954
3.43199999999999;1.96609365940094
3.45279999999999;1.96624994277954
3.47359999999999;1.96640622615814
3.49439999999999;1.96624994277954
3.51519999999999;1.96624994277954
3.53599999999999;1.96624994277954
